sample_id,sample_labid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,fat,drit,hn_rtpcr,rt_rtpcr_assay,rt_rtpcr,lft,test_centre,diagnostic_result,diag_notes,ngs_sampleid,ngs_runid,ngs_rundate,ngs_country,ngs_location,ngs_submission,ngs_platform,illumina_platform,nanopore_platform,ngs_analysis_type,ngs_merged_from,ngs_flowcell,ngs_library_type,primer_scheme,ngs_barcode,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,genomecov_depthx200,Genbank_accession,consensus_version,unmasked_consensus_coverage,consensus_coverage,consensus_fasta,ngs_notes
SD207/RMGSDC0811,RV2889,11-Dec,SUB2502,RV2889,Brain,,,,,Pos1,,,,APHA,Positive,,RV2889,miseq2,4-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N704/S502,697771,2554,50.59121027,21.36304279,48,0,114,11914,11861,11555,225,,KR534244,best,,99.47999665,,
SD208/NKTSDC0811,RV2890,11-Dec,SUB2503,RV2890,Brain,,,,,Pos1,,,,APHA,Positive,,RV2890,miseq2,4-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N705/S502,862185,7630,155.9616707,49.32471475,149,3,321,11923,11914,11874,10908,,KR534245,best,,99.92451564,,
SD209/GSRSDC0811,RV2891,11-Dec,SUB2504,RV2891,Brain,,,,,Pos1,,,,APHA,Positive,,RV2891,miseq2,4-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N706/S502,643593,25210,416.266292,120.7277739,406,3,802,11923,11920,11880,11823,,KR534246,best,,99.97483855,,
SD211/NYKSDC0811,RV2893,11-Dec,SUB2506,RV2893,Brain,,,,,Pos1,,,,APHA,Positive,,RV2893,miseq2,4-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N701/S503,817427,14412,279.5964942,90.56726563,273,5,586,11923,11923,11874,11713,,KR534248,best,,100,,
SD212/NKBSDC0811,RV2894,11-Dec,SUB2507,RV2894,Brain,,,,,Pos1,,,,APHA,Positive,,RV2894,miseq2,4-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N702/S503,1058610,90142,1472.742682,505.2791582,1448,7,2730,11923,11923,11920,11861,,KR906771,best,,100,,
SD213/KWTSDC0811,RV2895,11-Dec,SUB2508,RV2895,Brain,,,,,Pos1,,,,APHA,Positive,,RV2895,miseq_test,20-Mar-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N704/S504,1136343,9506,210.3593055,64.8157084,202,0,442,11917,11913,11852,11600,,KR534249,best,,99.91612849,,
SD214/NGNSDC0811,RV2896,11-Dec,SUB2509,RV2896,Brain,,,,,Pos1,,,,APHA,Positive,,RV2896,miseq2,4-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N703/S503,552244,3378,68.97274176,32.14742053,62,1,235,11923,11914,11856,1378,,KR906772,best,,99.92451564,,
SD215/RGBSDC0911,RV2897,11-Dec,SUB2510,RV2897,Brain,,,,,Pos1,,,,APHA,Positive,,RV2897,miseq2,4-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N704/S503,491810,4365,93.22293047,31.86838267,90,4,213,11923,11921,11825,4583,,KR534250,best,,99.9832257,,
SD216/NMTSDC0911,RV2898,11-Dec,SUB2511,RV2898,Brain,,,,,Pos1,,,,APHA,Positive,,RV2898,miseq2,4-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N705/S503,752466,969,17.61746205,10.77591306,16,0,73,11838,11403,3988,0,,,,,95.63868154,,
SD217/NMTSDC0911,RV2899,11-Dec,SUB2512,RV2899,Brain,,,,,Pos1,,,,APHA,Positive,,RV2899,miseq2,4-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N706/S503,448511,4057,85.93902541,50.44546293,74,1,264,11923,11860,11654,3350,,KR534252,best,,99.47160949,,
SD218/KMGSDC0911,RV2900,11-Dec,SUB2513,RV2900,Brain,,,,,Pos1,,,,APHA,Positive,,RV2900,miseq2,4-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N701/S504,663087,4128,84.76532752,30.50244597,83,2,187,11923,11906,11772,3525,,KR906773,best,,99.85741843,,
SD219/KMGSDC0911,RV2901,11-Dec,SUB2514,RV2901,Brain,,,,,Pos1,,,,APHA,Positive,,RV2901,miseq2,4-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N702/S504,261100,5114,107.1891303,45.61227165,94,0,271,11921,11901,11838,5275,,KR906774,best,,99.81548268,,
SD220/BTGSDC0911,RV2902,11-Dec,SUB2515,RV2902,Brain,,,,,Pos1,,,,APHA,Positive,,RV2902,miseq2,4-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N703/S504,440631,1877,32.46498365,14.28742545,30,0,84,11849,11811,10190,0,,,,,99.0606391,,
SD221/NMTSDC0911,RV2903,11-Dec,SUB2516,RV2903,Brain,,,,,Pos1,,,,APHA,Positive,,RV2903,miseq5,30-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N705/S502,609637,3065,62.71148201,22.41201833,61,0,147,11922,11906,11779,937,,KR534253,best,,99.85741843,,
SD222/NMTSDC1011,RV2904,11-Dec,SUB2517,RV2904,Brain,,,,,Pos2,,,,APHA,Positive,,RV2904,miseq2,4-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N704/S504,293353,7,0.080348905,0.355065643,0,0,4,718,0,0,0,,,best,,0,,
SD223/RGBSDC0911,RV2905,11-Dec,SUB2518,RV2905,Brain,,,,,Pos2,,,,APHA,Positive,,RV2905,miseq2,4-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N705/S504,362161,6,0.064329447,0.321418403,0,0,3,587,0,0,0,,,best,,0,,
SD224/NRMSDC0911,RV2906,11-Dec,SUB2519,RV2906,Brain,,,,,Pos1,,,,APHA,Positive,,RV2906,miseq2,4-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N706/S504,641061,8866,171.6639269,48.77549261,170,8,309,11923,11923,11905,11019,,KR534254,best,,100,,
SD225/BSRSDC1011,RV2907,11-Dec,SUB2520,RV2907,Brain,,,,,Pos1,,,,APHA,Positive,,RV2907,miseq5,30-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N701/S503,676358,3602,71.9146188,36.06766726,65,2,263,11923,11867,11778,1567,,KR906776,best,,99.53031955,,
SD227/BNCSDC1011,RV2908,11-Dec,SUB2522,RV2908,Brain,,,,,Pos1,,,,APHA,Positive,,RV2908,miseq5,30-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N702/S503,399806,16,0.173949509,0.679907229,0,0,6,1072,80,0,0,,,best,,0.670972071,,
SD230/KNYSDC1111,RV2909,11-Dec,SUB2524,RV2909,Brain,,,,,Pos1,,,,APHA,Positive,,RV2909,miseq5,30-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N703/S503,446040,9549,194.7639017,71.14078723,183,0,444,11921,11920,11910,11154,,KR534256,best,,99.97483855,,
SD232,RV3090,12-Aug,SUB3260,RV3090,Brain,,,,,Pos1,,14.54,,APHA,Positive,,SUB3260,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N701/S501,64516,4944,104.8982639,49.88027067,92,2,320,11923,11884,11820,4890,,KY210277,best,,99.67290112,,
SD233,RV3091,12-Aug,SUB3261,RV3091,Brain,,,,,Pos1,,21.28,Positive,APHA,Positive,,SUB3261,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N702/S501,262716,446,8.455422293,7.011260965,7,0,46,11506,8410,945,0,,,,,70.53593894,,
SD235,RV3092,12-Aug,SUB3262,RV3092,Brain,,,,,Pos1,,21.48,Positive,APHA,Positive,,SUB3262,miseq5,30-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N704/S503,522525,971,18.834857,7.232402957,19,0,38,11920,11738,5573,0,,KY210278,best,,98.44837709,,
SD236,RV3093,12-Aug,SUB3263,RV3093,Brain,,,,,Pos1,,16.23,,APHA,Positive,,SUB3263,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N703/S501,247672,2075,42.80642456,15.93201678,40,0,94,11914,11890,11518,0,,KR906778,best,,99.72322402,,
SD238,RV3094,12-Aug,SUB3265,RV3094,Brain,,,,,Pos1,,17.01,,APHA,Positive,,SUB3265,miseq5,30-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N705/S503,550140,1819,35.95923845,19.78433501,31,0,138,11874,11797,9971,147,,KY210279,best,,98.94321899,,
SD245,RV3095,12-Aug,SUB3271,RV3095,Brain,,,,,Pos1,,26.29,,APHA,Positive,,SUB3271,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N703/S503,74160,9,0.113729766,0.427594407,0,0,3,901,0,0,0,,,,,0,,
SD248,RV3096,12-Aug,SUB3274,RV3096,Brain,,,,,Pos1,,22.8,,APHA,Positive,,SUB3274,miseq5,30-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N706/S503,379007,1332,24.55103581,12.97291028,23,0,88,11918,11671,7242,0,,KY210280,best,,97.88643798,,
SD250,RV3097,12-Aug,SUB3276,RV3097,Brain,,,,,Pos1,,16.96,,APHA,Positive,,SUB3276,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N704/S501,191834,5626,114.2157175,41.83437195,109,1,239,11923,11914,11798,7041,,KY210281,best,,99.92451564,,
SD251,RV3098,12-Aug,SUB3277,RV3098,Brain,,,,,Pos1,,15.84,,APHA,Positive,,SUB3277,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N705/S501,138289,3516,73.38471861,26.4200679,71,0,151,11869,11846,11764,1980,,KY210282,best,,99.35418938,,
SD253,RV3099,12-Aug,SUB3279,RV3099,Brain,,,,,Pos1,,21.28,,APHA,Positive,,SUB3279,miseq5,30-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N701/S504,719460,14125,234.1170846,187.5660435,168,2,1070,11923,11891,11863,10699,,KY210283,best,,99.73161117,,
SD254,RV3100,12-Aug,SUB3280,RV3100,Brain,,,,,Pos1,,19.92,,APHA,Positive,,SUB3280,miseq5,30-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N702/S504,334151,1197,24.29405351,8.944933255,24,0,52,11920,11736,8281,0,,KR906779,best,,98.43160278,,
SD255,RV3101,12-Aug,SUB3281,RV3101,Brain,,,,,Pos1,,16.75,,APHA,Positive,,SUB3281,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N706/S501,207812,4746,87.15600101,33.88657705,84,0,210,11897,11836,11746,3682,,KY210284,best,,99.27031787,,
SD256,RV3102,12-Aug,SUB3282,RV3102,Brain,,,,,Pos1,,16.05,,APHA,Positive,,SUB3282,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N701/S502,145271,6192,123.7386564,65.33062369,105,2,368,11923,11868,11831,6692,,KY210285,best,,99.5387067,,
SD258,RV3103,12-Aug,SUB3283,RV3103,Brain,,,,,Pos1,,24.72,,APHA,Positive,,SUB3283,miseq5,30-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N707/S505,589711,473,9.044116414,5.801957184,8,0,33,11779,9002,772,0,,,,,75.50113227,,
SD260,RV3151,12-Aug,SUB3350,RV3151,Brain,,,,,Pos1,,15.52,,APHA,Positive,,SUB3350,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N702/S503,52612,2896,60.85666359,29.42328294,56,0,152,11875,11837,11443,1627,,KY210308,best,,99.27870502,,
SD261,RV3104,12-Aug,SUB3285,RV3104,Brain,,,,,Pos1,,19.74,,APHA,Positive,,SUB3285,miseq5,30-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N703/S504,572396,4981,95.62182337,42.95659514,94,0,290,11920,11895,11813,5345,,KR906780,best,,99.76515978,,
SD265,RV3105,12-Aug,SUB3289,RV3105,Brain,,,,,Pos1,,18.84,,APHA,Positive,,SUB3289,miseq5,30-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N704/S504,504528,636,13.1507171,5.663449959,12,0,34,11866,11308,1706,0,,KY210287,best,,94.84190221,,
SD269,RV3106,12-Aug,SUB3293,RV3106,Brain,,,,,Pos1,,23.1,,APHA,Positive,,SUB3293,miseq5,30-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N708/S505,270238,42,0.842573178,1.137999826,0,0,5,5384,55,0,0,,,best,,0.461293299,,
SD270,RV3107,12-Aug,SUB3294,RV3107,Brain,,,,,Pos1,,16.05,,APHA,Positive,,SUB3294,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N702/S502,478410,14840,293.9049736,99.77417016,279,2,575,11923,11920,11880,11739,,KR906781,best,,99.97483855,,
SD271,RV3108,12-Aug,SUB3295,RV3108,Brain,,,,,Pos2,,28.16,,APHA,Positive,,SUB3295,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N704/S503,223440,4,0.051077749,0.280181007,0,0,2,430,0,0,0,,,,,0,,
SD273,RV3109,12-Aug,SUB3297,RV3109,Brain,,,,,Pos1,,21.7,,APHA,Positive,,SUB3297,miseq5,30-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N705/S504,204380,11966,259.584836,101.3800276,243,0,619,11922,11918,11849,11695,,KY210288,best,,99.95806425,,
SD274,RV3110,12-Aug,SUB3298,RV3110,Brain,,,,,Pos1,,15.77,,APHA,Positive,,SUB3298,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N703/S502,173056,3014,65.64539126,20.27704176,62,0,132,11920,11856,11768,742,,KY210289,best,,99.43806089,,
SD275,RV3111,12-Aug,SUB3299,RV3111,Brain,,,,,Pos1,,19.61,,APHA,Positive,,SUB3299,miseq5,30-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N706/S504,448567,1242,27.00184517,16.64576602,23,0,98,11919,11914,7404,0,,KR906782,best,,99.92451564,,
SD277,RV3112,12-Aug,SUB3301,RV3112,Brain,,,,,Pos1,,26.29,,APHA,Positive,,SUB3301,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N705/S503,123065,1,0.024238866,0.211638183,0,0,2,163,0,0,0,,,,,0,,
SD278,RV3113,12-Aug,SUB3302,RV3113,Brain,,,,,Pos1,,15.5,Positive,APHA,Positive,,SUB3302,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N706/S503,30995,203,4.748720959,3.234568983,4,0,18,11223,5707,0,0,,,,,47.8654701,,
SD279A,RV3114,12-Aug,SUB3303,RV3114,Brain,,,,,Pos1,,24.82,,APHA,Positive,,SUB3303,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N709/S505,426804,7639,160.3071375,62.99852962,148,1,370,11923,11914,11894,10090,,KY210291,best,,99.92451564,,
SD279B,RV3115,12-Aug,SUB3304,RV3115,Brain,,,,,Pos1,,19.08,,APHA,Positive,,SUB3304,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N710/S505,399997,1393,29.40090581,12.19908277,29,1,66,11923,11848,8989,0,,KY210292,best,,99.37096368,,
SD280,RV3116,12-Aug,SUB3305,RV3116,Brain,,,,,Pos2,,30.73,,APHA,Positive,,RV3116,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N704/S502,134789,3,0.048980961,0.273132143,0,0,4,435,0,0,0,,,,,0,,
SD282,RV3118,12-Aug,SUB3307,RV3118,Brain,,,,,Pos1,,20.22,,APHA,Positive,,SUB3307,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N707/S508,174294,190,3.749140317,3.276149478,3,0,17,10189,4055,0,0,,,best,,34.00989684,,
SD283,RV3119,12-Aug,SUB3308,RV3119,Brain,,,,,Pos1,,22.25,Positive,APHA,Positive,,SUB3308,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N708/S508,241702,142,2.532164724,2.218034975,2,0,13,9526,2274,0,0,,,,,19.07238111,,
SD285,RV3120,12-Aug,SUB3310,RV3120,Brain,,,,,Pos1,,26.29,,APHA,Positive,,SUB3310,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N701/S504,38339,33,0.669713998,1.214578093,0,0,8,3971,286,0,0,,,,,2.398725153,,
SD286B,RV3121,12-Aug,SUB3312,RV3121,Brain,,,,,Pos1,,22.24,,APHA,Positive,,SUB3312,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N711/S505,660062,6904,132.6931141,59.68564277,118,0,410,11920,11867,11855,8405,,KY210294,best,,99.53031955,,
SD287,RV3122,12-Aug,SUB3313,RV3122,Brain,,,,,Pos1,,19.7,,APHA,Positive,,SUB3313,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N712/S505,664266,2800,56.34462803,48.89694606,39,1,266,11923,11867,10904,1526,,KY210295,best,,99.53031955,,
SD288,RV3123,12-Aug,SUB3314,RV3123,Brain,,,,,Pos1,,24.63,,APHA,Positive,,SUB3314,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N707/S506,764938,3315,65.38002181,32.59372189,58,3,207,11923,11918,11655,1331,,KR906792,best,,99.95806425,,
SD289,RV3124,12-Aug,SUB3315,RV3124,Brain,,,,,Pos1,,20.42,,APHA,Positive,,SUB3315,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N708/S506,451627,4198,87.09217479,73.05495636,60,1,423,11923,11920,11660,2960,,KY210296,best,,99.97483855,,
SD290,RV3125,12-Aug,SUB3316,RV3125,Brain,,,,,Pos1,,25.08,Positive,APHA,Positive,,SUB3316,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N709/S508,667385,526,10.47823534,5.842571366,9,0,34,11899,10207,958,0,,,,,85.60764908,,
SD291,RV3126,12-Aug,SUB3317,RV3126,Brain,,,,,Pos2,,30.52,,APHA,Positive,,SUB3317,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N702/S504,128265,1,0.022980793,0.213160223,0,0,2,137,0,0,0,,,best,,0,,
SD292,RV3127,12-Aug,SUB3318,RV3127,Brain,,,,,Pos1,,19.8,,APHA,Positive,,SUB3318,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N709/S506,230071,9926,204.6910174,110.7397522,165,0,558,11922,11895,11844,10352,,KR906785,best,,99.76515978,,
SD293,RV3128,12-Aug,SUB3319,RV3128,Brain,,,,,Pos1,,19.59,,APHA,Positive,,SUB3319,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N710/S506,1021960,4319,89.40837038,52.54103184,73,8,302,11923,11923,11849,3382,,KR906786,best,,100,,
SD294,RV3129,12-Aug,SUB3320,RV3129,Brain,,,,,Pos1,,20.71,,APHA,Positive,,SUB3320,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N711/S506,434698,19552,409.6931141,171.9057205,377,7,942,11923,11923,11914,11794,,KY210297,best,,100,,
SD295,RV3130,12-Aug,SUB3321,RV3130,Brain,,,,,Pos1,,16.41,,APHA,Positive,,SUB3321,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N705/S502,77424,4726,103.7312757,45.205656,96,0,240,11920,11914,11796,5521,,KY210298,best,,99.92451564,,
SD296,RV3131,12-Aug,SUB3322,RV3131,Brain,,,,,Pos1,,20.62,,APHA,Positive,,SUB3322,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N710/S508,758597,5563,113.8584249,64.29554844,95,1,377,11923,11921,11851,5475,,KR906787,best,,99.9832257,,
SD297,RV3132,12-Aug,SUB3323,RV3132,Brain,,,,,Pos1,,25.39,,APHA,Positive,,SUB3323,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N706/S502,244751,679,14.00075484,7.122452062,13,0,40,11918,11128,2734,0,,KR906788,best,,93.33221505,,
SD300,RV3133,12-Aug,SUB3326,RV3133,Brain,,,,,Pos1,,22.52,,APHA,Positive,,SUB3326,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N711/S508,1381647,1608,,,,,,,,,,,,,,0,,
SD301,RV3134,12-Aug,SUB3327,RV3134,Brain,,,,,Pos1,,24.89,,APHA,Positive,,SUB3327,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N712/S506,640258,1562,34.63859767,19.47468067,29,0,114,11914,11836,9762,182,,KY210299,best,,99.27031787,,
SD302,RV3135,12-Aug,SUB3328,RV3135,Brain,,,,,Pos1,,22.39,,APHA,Positive,,SUB3328,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N707/S507,663534,4674,96.27769857,46.03332012,89,5,315,11923,11923,11813,4585,,KY210300,best,,100,,
SD303,RV3136,12-Aug,SUB3329,RV3136,Brain,,,,,Pos1,,19.89,,APHA,Positive,,SUB3329,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N708/S507,496004,7170,154.9596578,50.94174647,147,6,288,11923,11923,11857,10447,,KY210301,best,,100,,
SD304,RV3137,12-Aug,SUB3330,RV3137,Brain,,,,,Pos1,,14.98,,APHA,Positive,,SUB3330,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N701/S503,336278,6775,140.7820179,61.4248712,132,0,389,11920,11914,11837,8758,,KY210302,best,,99.92451564,,
SD305,RV3138,12-Aug,SUB3331,RV3138,Brain,,,,,Pos1,,18.71,,APHA,Positive,,SUB3331,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N709/S507,816797,5924,127.0301099,45.4865532,120,15,284,11923,11923,11907,8582,,KY210303,best,,100,,
SD307,RV3139,12-Aug,SUB3333,RV3139,Brain,,,,,Pos1,,17.92,,APHA,Positive,,SUB3333,miseq6,5-Aug-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N710/S507,750017,3499,75.00310325,31.97787054,73,2,189,11923,11891,11771,2373,,KY210304,best,,99.73161117,,
SD309,RV3141,12-Aug,SUB3335,RV3141,Brain,,,,,Pos2,,28.51,,APHA,Positive,,SUB3335,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N703/S504,117361,0,0,0,0,0,0,0,0,0,0,,,best,,0,,
SD311B,RV3143,12-Aug,SUB3338,RV3143,Brain,,,,,Pos2,,27.51,,APHA,Positive,,SUB3338,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N704/S504,318125,108,0.562777824,1.000912216,0,0,8,3533,51,0,0,,,,,0.427744695,,
SD312,RV3144,12-Aug,SUB3339,RV3144,Brain,,,,,Pos2,,29.35,,APHA,Positive,,SUB3339,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N705/S504,135495,67,1.301518074,1.722119985,0,0,10,5901,600,0,0,,,best,,5.032290531,,
SD320,RV3148,12-Aug,SUB3347,RV3148,Brain,,,,,,,29.02,,APHA,Positive,,SUB3347,miseq1,10-Jun-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N706/S504,132741,25,0.509519416,1.024759314,0,0,7,2996,84,0,0,,,best,,0.704520674,,
SD34RV290(2496),RV2496,2009,SUB290,RV2496,Brain,,,,,Pos1,,,,APHA,Positive,,RV2496,miseq3,16-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N702/S501,326529,44,0.744359641,1.39139663,0,0,8,3647,419,0,0,,,best,,3.514216221,,
SD98B(x2??)RV301(2497),RV2497,2009,SUB301,RV2497,Brain,,,,,Pos1,,,,APHA,Positive,,RV2497,miseq3,16-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N703/S501,376876,139,2.898431603,3.739908422,2,0,19,8413,2328,0,0,,,,,19.52528726,,
ULA/May/2010/003(SR012)1713,RV2814,11-May,SUB1713,RV2814,Brain,,,,,Pos2,,,,APHA;SUA,Positive,,RV2814,miseq2,4-Jul-13,UK,CVR,,illumina,miseq,,single_run,,NA,metagenomic,,N701/S501,191337,58477,963.7733792,358.9182434,962,0,2024,11920,11912,11876,11816,,KR906763,best,,99.90774134,,
SD641,SD641,field,,,Brain,,,,,,,,,FIELD,Positive,,SD641,mugumu1,19-Aug-17,Tanzania,field,,nanopore,,minion,single_run,,FAH20127,amplicon,rabvTanzDg,NB11/NB11,257653,257641,529.9572255,259.6664621,437,0,1326,11881,11874,11476,11167,,MN726833,best,,96.25094355,,
SD648,RV3398,18-Feb,SUB7810,RV3398,Brain,RNAlater,,,,NA,SYBR,12.74,Positive,FIELD;APHA,Positive,,SD648,mugumu2,21-Aug-17,Tanzania,field,,nanopore,,minion,single_run,,FAH20164,amplicon,rabvTanzDg,none,21506,17841,154.0782521,107.1322692,180,0,585,9102,9087,9073,8976,,MN726806,best,,76.09661998,,
SD665,SD665,field,,,Brain,,,,,,,,,FIELD,Positive,,SD665,mugumu2_2,21-Aug-17,Tanzania,field,,nanopore,,minion,single_run,,FAH20164,amplicon,rabvTanzDg,none,,,,,,,,,,,,,,,,0,,long amplicons
SD681,SD681,field,,,Brain,,,,,,,,,FIELD,Positive,,300717(FRESH),mugumu1,19-Aug-17,Tanzania,field,,nanopore,,minion,single_run,,FAH20127,amplicon,rabvTanzDg,NB12/NB12,247361,240282,230.5009645,249.5244006,178,0,860,8520,6776,6292,6124,,MN726834,best,,52.77195337,,
SD683,SD683,field,,,Brain,,,,,,,,Positive,FIELD,Positive,,090817(FRESH),mugumu1,19-Aug-17,Tanzania,field,,nanopore,,minion,single_run,,FAH20127,amplicon,rabvTanzDg,NB10/NB10,242412,242367,545.432777,280.2486833,462,0,1595,11873,11868,11819,10782,,MN726820,best,,99.12773631,,
SD577,SUB7116,16-Nov,SUB7116,,Brain,,,,,NA,SYBR,25.94,,FIELD;APHA,Positive,,SD577,nmaist1,10-Aug-17,Tanzania,field; NMAIST,,nanopore,,minion,single_run,,,amplicon,rabvTanzDg,NB01/NB02,,,,,,,,,,,,,,,,0,,SD577.2
SD577,SUB7116,16-Nov,SUB7116,,Brain,,,,,NA,SYBR,25.94,,FIELD;APHA,Positive,,SD577,nmaist3,12-Aug-17,Tanzania,field; NMAIST,,nanopore,,minion,single_run,,FAH20521,amplicon,rabvTanzDg,NB09/NB09,57631,57484,1093.595488,472.9320216,1059,0,2409,11883,11875,11869,11868,,MN726815,best,,99.54709385,,SD577.2
